Code_commune_INSEE,Nom_commune,Code_postal,Libelle_acheminement,nom,url_end,type1,min1,med2,max3,type2,min1.1,med2.1,max3.1,type3,min1.2,med2.2,max3.2
71481,ST SYMPHORIEN D ANCELLES,71570,ST SYMPHORIEN D ANCELLES,saint-symphorien-d-ancelles,saint-symphorien-d-ancelles-71570,,,,,,,,,,,,
71484,ST USUGE,71500,ST USUGE,saint-usuge,saint-usuge-71500,,,,,,,,,,,,
71487,ST VERAND,71570,ST VERAND,saint-verand,saint-verand-71570,,,,,,,,,,,,
71488,ST VINCENT DES PRES,71250,ST VINCENT DES PRES,saint-vincent-des-pres,saint-vincent-des-pres-71250,,,,,,,,,,,,
71489,ST VINCENT EN BRESSE,71440,ST VINCENT EN BRESSE,saint-vincent-en-bresse,saint-vincent-en-bresse-71440,,,,,,,,,,,,
71491,ST YAN,71600,ST YAN,saint-yan,saint-yan-71600,,,,,,,,,,,,
71493,SAISY,71360,SAISY,saisy,saisy-71360,,,,,,,,,,,,
71504,SAUNIERES,71350,SAUNIERES,saunieres,saunieres-71350,,,,,,,,,,,,
71505,SAVIANGES,71460,SAVIANGES,savianges,savianges-71460,,,,,,,,,,,,
19160,PEROLS SUR VEZERE,19170,PEROLS SUR VEZERE,perols-sur-vezere,perols-sur-vezere-19170,,,,,,,,,,,,
19164,PEYRELEVADE,19290,PEYRELEVADE,peyrelevade,peyrelevade-19290,,,,,,,,,,,,
19165,PEYRISSAC,19260,PEYRISSAC,peyrissac,peyrissac-19260,,,,,,,,,,,,
19174,LA ROCHE CANILLAC,19320,LA ROCHE CANILLAC,la roche-canillac,la-roche-canillac-19320,,,,,,,,,,,,
19178,SADROC,19270,SADROC,sadroc,sadroc-19270,,,,,,,,,,,,
19179,SAILLAC,19500,SAILLAC,saillac,saillac-19500,,,,,,,,,,,,
19181,ST AUGUSTIN,19390,ST AUGUSTIN,saint-augustin,saint-augustin-19390,,,,,,,,,,,,
19191,ST CERNIN DE LARCHE,19600,ST CERNIN DE LARCHE,saint-cernin-de-larche,saint-cernin-de-larche-19600,,,,,,,,,,,,
19193,ST CIRGUES LA LOUTRE,19220,ST CIRGUES LA LOUTRE,saint-cirgues-la-loutre,saint-cirgues-la-loutre-19220,,,,,,,,,,,,
19215,ST JULIEN LE PELERIN,19430,ST JULIEN LE PELERIN,saint-julien-le-pelerin,saint-julien-le-pelerin-19430,,,,,,,,,,,,
19218,ST JULIEN PRES BORT,19110,ST JULIEN PRES BORT,saint-julien-pres-bort,saint-julien-pres-bort-19110,,,,,,,,,,,,
19219,STE MARIE LAPANOUZE,19160,STE MARIE LAPANOUZE,sainte-marie-lapanouze,sainte-marie-lapanouze-19160,,,,,,,,,,,,
19226,ST MERD LES OUSSINES,19170,ST MERD LES OUSSINES,saint-merd-les-oussines,saint-merd-les-oussines-19170,,,,,,,,,,,,
19232,ST PARDOUX LE NEUF,19200,ST PARDOUX LE NEUF,saint-pardoux-le-neuf,saint-pardoux-le-neuf-19200,,,,,,,,,,,,
19237,ST PRIVAT,19220,ST PRIVAT,saint-privat,saint-privat-19220,,,,,,,,,,,,
19240,ST SALVADOUR,19700,ST SALVADOUR,saint-salvadour,saint-salvadour-19700,,,,,,,,,,,,
19243,ST SORNIN LAVOLPS,19230,ST SORNIN LAVOLPS,saint-sornin-lavolps,saint-sornin-lavolps-19230,,,,,,,,,,,,
19250,SALON LA TOUR,19510,SALON LA TOUR,salon-la-tour,salon-la-tour-19510,,,,,,,,,,,,
19254,SEGUR LE CHATEAU,19230,SEGUR LE CHATEAU,segur-le-chateau,segur-le-chateau-19230,,,,,,,,,,,,
19255,SEILHAC,19700,SEILHAC,seilhac,seilhac-19700,,,,,,,,,,,,
19259,SEXCLES,19430,SEXCLES,sexcles,sexcles-19430,,,,,,,,,,,,
19260,SIONIAC,19120,SIONIAC,sioniac,sioniac-19120,,,,,,,,,,,,
19262,SOUDAINE LAVINADIERE,19370,SOUDAINE LAVINADIERE,soudaine-lavinadiere,soudaine-lavinadiere-19370,,,,,,,,,,,,
19264,SOURSAC,19550,SOURSAC,soursac,soursac-19550,,,,,,,,,,,,
19265,TARNAC,19170,TARNAC,tarnac,tarnac-19170,,,,,,,,,,,,
19269,TREIGNAC,19260,TREIGNAC,treignac,treignac-19260,,,,,,,,,,,,
19275,USSEL,19200,USSEL,ussel,ussel-19200,,,,,,,,,,,,
19289,YSSANDON,19310,YSSANDON,yssandon,yssandon-19310,,,,,,,,,,,,
21003,AHUY,21121,AHUY,ahuy,ahuy-21121,,,,,,,,,,,,
21007,AISY SOUS THIL,21390,AISY SOUS THIL,aisy-sous-thil,aisy-sous-thil-21390,,,,,,,,,,,,
21011,AMPILLY LES BORDES,21450,AMPILLY LES BORDES,ampilly-les-bordes,ampilly-les-bordes-21450,,,,,,,,,,,,
21013,ANCEY,21410,ANCEY,ancey,ancey-21410,,,,,,,,,,,,
21022,ARGILLY,21700,ARGILLY,argilly,argilly-21700,,,,,,,,,,,,
21027,ASNIERES LES DIJON,21380,ASNIERES LES DIJON,asnieres-les-dijon,asnieres-les-dijon-21380,,,,,,,,,,,,
21028,ATHEE,21130,ATHEE,athee,athee-21130,,,,,,,,,,,,
21036,AUXANT,21360,AUXANT,auxant,auxant-21360,,,,,,,,,,,,
21037,AUXEY DURESSES,21190,AUXEY DURESSES,auxey-duresses,auxey-duresses-21190,,,,,,,,,,,,
21038,AUXONNE,21130,AUXONNE,auxonne,auxonne-21130,,,,,,,,,,,,
21040,AVOSNES,21350,AVOSNES,avosnes,avosnes-21350,,,,,,,,,,,,
21047,BARD LES EPOISSES,21460,BARD LES EPOISSES,bard-les-epoisses,bard-les-epoisses-21460,,,,,,,,,,,,
21057,BEIRE LE FORT,21110,BEIRE LE FORT,beire-le-fort,beire-le-fort-21110,,,,,,,,,,,,
21061,BELLENOD SUR SEINE,21510,BELLENOD SUR SEINE,bellenod-sur-seine,bellenod-sur-seine-21510,,,,,,,,,,,,
21066,BESSEY LA COUR,21360,BESSEY LA COUR,bessey-la-cour,bessey-la-cour-21360,,,,,,,,,,,,
21069,BEURIZOT,21350,BEURIZOT,beurizot,beurizot-21350,,,,,,,,,,,,
21079,BLAGNY SUR VINGEANNE,21310,BLAGNY SUR VINGEANNE,blagny-sur-vingeanne,blagny-sur-vingeanne-21310,,,,,,,,,,,,
21082,BLANCEY,21320,BLANCEY,blancey,blancey-21320,,,,,,,,,,,,
21084,SOURCE SEINE,21690,SOURCE SEINE,source-seine,source-seine-21690,,,,,,,,,,,,
21093,BOUIX,21330,BOUIX,bouix,bouix-21330,,,,,,,,,,,,
21102,BRAZEY EN MORVAN,21430,BRAZEY EN MORVAN,brazey-en-morvan,brazey-en-morvan-21430,,,,,,,,,,,,
21106,BRETENIERE,21110,BRETENIERE,breteniere,breteniere-21110,,,,,,,,,,,,
21108,BRIANNY,21390,BRIANNY,brianny,brianny-21390,,,,,,,,,,,,
21109,BRION SUR OURCE,21570,BRION SUR OURCE BELAN,brion-sur-ource,brion-sur-ource-21570,,,,,,,,,,,,
21121,BUSSY LA PESLE,21540,BUSSY LA PESLE,bussy-la-pesle,bussy-la-pesle-21540,,,,,,,,,,,,
21124,CENSEREY,21430,CENSEREY,censerey,censerey-21430,,,,,,,,,,,,
21127,CHAIGNAY,21120,CHAIGNAY,chaignay,chaignay-21120,,,,,,,,,,,,
21129,CHAMBAIN,21290,CHAMBAIN,chambain,chambain-21290,,,,,,,,,,,,
21134,CHAMESSON,21400,CHAMESSON,chamesson,chamesson-21400,,,,,,,,,,,,
21137,CHAMP D OISEAU,21500,CHAMP D OISEAU,champ-d-oiseau,champ-d-oiseau-21500,,,,,,,,,,,,
21139,CHAMPEAU EN MORVAN,21210,CHAMPEAU EN MORVAN,champeau-en-morvan,champeau-en-morvan-21210,,,,,,,,,,,,
21145,CHARIGNY,21140,CHARIGNY,charigny,charigny-21140,,,,,,,,,,,,
21149,CHARREY SUR SEINE,21400,CHARREY SUR SEINE,charrey-sur-seine,charrey-sur-seine-21400,,,,,,,,,,,,
21150,CHASSAGNE MONTRACHET,21190,CHASSAGNE MONTRACHET,chassagne-montrachet,chassagne-montrachet-21190,,,,,,,,,,,,
21155,CHAUDENAY LA VILLE,21360,CHAUDENAY LA VILLE,chaudenay-la-ville,chaudenay-la-ville-21360,,,,,,,,,,,,
21157,CHAUGEY,21290,CHAUGEY,chaugey,chaugey-21290,,,,,,,,,,,,
21159,LA CHAUME,21520,LA CHAUME,la chaume,la-chaume-21520,,,,,,,,,,,,
21160,CHAUME LES BAIGNEUX,21450,CHAUME LES BAIGNEUX,chaume-les-baigneux,chaume-les-baigneux-21450,,,,,,,,,,,,
21169,CHEVANNES,21220,CHEVANNES,chevannes,chevannes-21220,,,,,,,,,,,,
21179,CLENAY,21490,CLENAY,clenay,clenay-21490,,,,,,,,,,,,
21191,CORCELLES LES CITEAUX,21910,CORCELLES LES CITEAUX,corcelles-les-citeaux,corcelles-les-citeaux-21910,,,,,,,,,,,,
21203,COURCELLES FREMOY,21460,COURCELLES FREMOY,courcelles-fremoy,courcelles-fremoy-21460,,,,,,,,,,,,
21211,CRECEY SUR TILLE,21120,CRECEY SUR TILLE,crecey-sur-tille,crecey-sur-tille-21120,,,,,,,,,,,,
21213,CRIMOLOIS,21800,CRIMOLOIS,crimolois,crimolois-21800,,,,,,,,,,,,
21216,CULETRE,21230,CULETRE,culetre,culetre-21230,,,,,,,,,,,,
21220,CUSSEY LES FORGES,21580,CUSSEY LES FORGES,cussey-les-forges,cussey-les-forges-21580,,,,,,,,,,,,
21222,CUSSY LE CHATEL,21230,CUSSY LE CHATEL,cussy-le-chatel,cussy-le-chatel-21230,,,,,,,,,,,,
21223,DAIX,21121,DAIX,daix,daix-21121,,,,,,,,,,,,
21224,DAMPIERRE EN MONTAGNE,21350,DAMPIERRE EN MONTAGNE,dampierre-en-montagne,dampierre-en-montagne-21350,,,,,,,,,,,,
21227,DAROIS,21121,DAROIS,darois,darois-21121,,,,,,,,,,,,
21239,ECHENON,21170,ECHENON,echenon,echenon-21170,,,,,,,,,,,,
21242,ECHIGEY,21110,ECHIGEY,echigey,echigey-21110,,,,,,,,,,,,
21249,ESBARRES,21170,ESBARRES,esbarres,esbarres-21170,,,,,,,,,,,,
21265,FIXIN,21220,FIXIN,fixin,fixin-21220,,,,,,,,,,,,
21269,FLAMMERANS,21130,FLAMMERANS,flammerans,flammerans-21130,,,,,,,,,,,,
21277,FONTAINE FRANCAISE,21610,FONTAINE FRANCAISE,fontaine-francaise,fontaine-francaise-21610,,,,,,,,,,,,
21285,FRANXAULT,21170,FRANXAULT,franxault,franxault-21170,,,,,,,,,,,,
21289,FUSSEY,21700,FUSSEY,fussey,fussey-21700,,,,,,,,,,,,
21294,GERLAND,21700,GERLAND,gerland,gerland-21700,,,,,,,,,,,,
21297,GILLY LES CITEAUX,21640,GILLY LES CITEAUX,gilly-les-citeaux,gilly-les-citeaux-21640,,,,,,,,,,,,
21304,GRANCEY LE CHATEAU NEUVELLE,21580,GRANCEY LE CHATEAU,grancey-le-chateau-neuvelle,grancey-le-chateau-neuvelle-21580,,,,,,,,,,,,
21305,GRANCEY SUR OURCE,21570,GRANCEY SUR OURCE,grancey-sur-ource,grancey-sur-ource-21570,,,,,,,,,,,,
21314,HAUTEROCHE,21150,HAUTEROCHE,hauteroche,hauteroche-21150,,,,,,,,,,,,
21325,JOUEY,21230,JOUEY,jouey,jouey-21230,,,,,,,,,,,,
21327,VAL MONT,21340,VAL MONT,jours-en-vaux,jours-en-vaux-21340,,,,,,,,,,,,
21328,JUILLENAY,21210,JUILLENAY,juillenay,juillenay-21210,,,,,,,,,,,,
21332,LABERGEMENT LES SEURRE,21820,LABERGEMENT LES SEURRE,labergement-les-seurre,labergement-les-seurre-21820,,,,,,,,,,,,
21334,LACANCHE,21230,LACANCHE,lacanche,lacanche-21230,,,,,,,,,,,,
21338,LAMARGELLE,21440,LAMARGELLE,lamargelle,lamargelle-21440,,,,,,,,,,,,
21341,LANTILLY,21140,LANTILLY,lantilly,lantilly-21140,,,,,,,,,,,,
21346,LEUGLAY,21290,LEUGLAY,leuglay,leuglay-21290,,,,,,,,,,,,
21350,LIGNEROLLES,21520,LIGNEROLLES,lignerolles,lignerolles-21520,,,,,,,,,,,,
74226,ST ANDRE DE BOEGE,74420,ST ANDRE DE BOEGE,saint-andre-de-boege,saint-andre-de-boege-74420,,,,,,,,,,,,
74234,ST FERREOL,74210,ST FERREOL,saint-ferreol,saint-ferreol-74210,,,,,,,,,,,,
74243,ST JULIEN EN GENEVOIS,74160,ST JULIEN EN GENEVOIS,saint-julien-en-genevois,saint-julien-en-genevois-74160,,,,,,,,,,,,
24180,FIRBEIX,24450,FIRBEIX,firbeix,firbeix-24450,,,,,,,,,,,,
24183,FLEURAC,24580,FLEURAC,fleurac,fleurac-24580,,,,,,,,,,,,
24184,FLORIMONT GAUMIER,24250,FLORIMONT GAUMIER,florimont-gaumier,florimont-gaumier-24250,,,,,,,,,,,,
24198,LA GONTERIE BOULOUNEIX,24310,LA GONTERIE BOULOUNEIX,la gonterie-boulouneix,la-gonterie-boulouneix-24310,,,,,,,,,,,,
24213,JAURE,24140,JAURE,jaure,jaure-24140,,,,,,,,,,,,
24218,JUMILHAC LE GRAND,24630,JUMILHAC LE GRAND,jumilhac-le-grand,jumilhac-le-grand-24630,,,,,,,,,,,,
24220,LACROPTE,24380,LACROPTE,lacropte,lacropte-24380,,,,,,,,,,,,
24222,LA FORCE,24130,LA FORCE,la force,la-force-24130,,,,,,,,,,,,
24226,LAMOTHE MONTRAVEL,24230,LAMOTHE MONTRAVEL,lamothe-montravel,lamothe-montravel-24230,,,,,,,,,,,,
24230,LARZAC,24170,LARZAC,larzac,larzac-24170,,,,,,,,,,,,
24234,LES LECHES,24400,LES LECHES,les leches,les-leches-24400,,,,,,,,,,,,
24235,LEGUILLAC DE CERCLES,24340,LEGUILLAC DE CERCLES,leguillac-de-cercles,leguillac-de-cercles-24340,,,,,,,,,,,,
24243,LISLE,24350,LISLE,lisle,lisle-24350,,,,,,,,,,,,
24257,MARSALES,24540,MARSALES,marsales,marsales-24540,,,,,,,,,,,,
24260,MAUZAC ET GRAND CASTANG,24150,MAUZAC ET GRAND CASTANG,mauzac-et-grand-castang,mauzac-et-grand-castang-24150,,,,,,,,,,,,
24270,MILHAC D AUBEROCHE,24330,MILHAC D AUBEROCHE,milhac-d-auberoche,milhac-d-auberoche-24330,,,,,,,,,,,,
24271,MILHAC DE NONTRON,24470,MILHAC DE NONTRON,milhac-de-nontron,milhac-de-nontron-24470,,,,,,,,,,,,
24274,MONBAZILLAC,24240,MONBAZILLAC,monbazillac,monbazillac-24240,,,,,,,,,,,,
24280,MONPAZIER,24540,MONPAZIER,monpazier,monpazier-24540,,,,,,,,,,,,
24283,MONSEC,24340,MONSEC,monsec,monsec-24340,,,,,,,,,,,,
24292,MONTPEYROUX,24610,MONTPEYROUX,montpeyroux,montpeyroux-24610,,,,,,,,,,,,
24309,NEUVIC,24190,NEUVIC,neuvic,neuvic-24190,,,,,,,,,,,,
24320,PAYZAC,24270,PAYZAC,payzac,payzac-24270,,,,,,,,,,,,
24322,PERIGUEUX,24000,PERIGUEUX,perigueux,perigueux-24000,,,,,,,,,,,,
24325,PEYRILLAC ET MILLAC,24370,PEYRILLAC ET MILLAC,peyrillac-et-millac,peyrillac-et-millac-24370,,,,,,,,,,,,
24327,PEZULS,24510,PEZULS,pezuls,pezuls-24510,,,,,,,,,,,,
24330,PLAZAC,24580,PLAZAC,plazac,plazac-24580,,,,,,,,,,,,
24334,PONTOURS,24150,PONTOURS,pontours,pontours-24150,,,,,,,,,,,,
24348,RAZAC D EYMET,24500,RAZAC D EYMET,razac-d-eymet,razac-d-eymet-24500,,,,,,,,,,,,
24354,LA ROCHE CHALAIS,24490,LA ROCHE CHALAIS,la roche-chalais,la-roche-chalais-24490,,,,,,,,,,,,
24354,LA ROCHE CHALAIS,24490,LA ROCHE CHALAIS,la roche-chalais,la-roche-chalais-24490,,,,,,,,,,,,
24356,ROUFFIGNAC ST CERNIN DE REILHAC,24580,ROUFFIGNAC ST CERNIN DE REILHAC,rouffignac-saint-cernin-de-reilhac,rouffignac-saint-cernin-de-reilhac-24580,,,,,,,,,,,,
24357,ROUFFIGNAC DE SIGOULES,24240,ROUFFIGNAC DE SIGOULES,rouffignac-de-sigoules,rouffignac-de-sigoules-24240,,,,,,,,,,,,
24369,ST ANTOINE D AUBEROCHE,24330,ST ANTOINE D AUBEROCHE,saint-antoine-d-auberoche,saint-antoine-d-auberoche-24330,,,,,,,,,,,,
24373,ST AUBIN DE CADELECH,24500,ST AUBIN DE CADELECH,saint-aubin-de-cadelech,saint-aubin-de-cadelech-24500,,,,,,,,,,,,
24374,ST AUBIN DE LANQUAIS,24560,ST AUBIN DE LANQUAIS,saint-aubin-de-lanquais,saint-aubin-de-lanquais-24560,,,,,,,,,,,,
24378,ST AVIT RIVIERE,24540,ST AVIT RIVIERE,saint-avit-riviere,saint-avit-riviere-24540,,,,,,,,,,,,
24382,ST CAPRAISE DE LALINDE,24150,ST CAPRAISE DE LALINDE,saint-capraise-de-lalinde,saint-capraise-de-lalinde-24150,,,,,,,,,,,,
24386,ST CERNIN DE L HERM,24550,ST CERNIN DE L HERM,saint-cernin-de-l-herm,saint-cernin-de-l-herm-24550,,,,,,,,,,,,
24392,ST CREPIN ET CARLUCET,24590,ST CREPIN ET CARLUCET,saint-crepin-et-carlucet,saint-crepin-et-carlucet-24590,,,,,,,,,,,,
24402,STE EULALIE D EYMET,24500,STE EULALIE D EYMET,sainte-eulalie-d-eymet,sainte-eulalie-d-eymet-24500,,,,,,,,,,,,
24404,ST FELIX DE REILLAC ET MORTEMART,24260,ST FELIX DE REILLAC ET MORTEMART,saint-felix-de-reillac-et-mortemart,saint-felix-de-reillac-et-mortemart-24260,,,,,,,,,,,,
24408,ST FRONT D ALEMPS,24460,ST FRONT D ALEMPS,saint-front-d-alemps,saint-front-d-alemps-24460,,,,,,,,,,,,
24410,ST FRONT LA RIVIERE,24300,ST FRONT LA RIVIERE,saint-front-la-riviere,saint-front-la-riviere-24300,,,,,,,,,,,,
24411,ST FRONT SUR NIZONNE,24300,ST FRONT SUR NIZONNE,saint-front-sur-nizonne,saint-front-sur-nizonne-24300,,,,,,,,,,,,
24417,ST GERMAIN DES PRES,24160,ST GERMAIN DES PRES,saint-germain-des-pres,saint-germain-des-pres-24160,,,,,,,,,,,,
24420,ST GERY,24400,ST GERY,saint-gery,saint-gery-24400,,,,,,,,,,,,
24423,STE INNOCENCE,24500,STE INNOCENCE,sainte-innocence,sainte-innocence-24500,,,,,,,,,,,,
24434,ST JUST,24320,ST JUST,saint-just,saint-just-24320,,,,,,,,,,,,
24438,ST LAURENT LA VALLEE,24170,ST LAURENT LA VALLEE,saint-laurent-la-vallee,saint-laurent-la-vallee-24170,,,,,,,,,,,,
24442,ST LEON SUR L ISLE,24110,ST LEON SUR L ISLE,saint-leon-sur-l-isle,saint-leon-sur-l-isle-24110,,,,,,,,,,,,
24443,ST LEON SUR VEZERE,24290,ST LEON SUR VEZERE,saint-leon-sur-vezere,saint-leon-sur-vezere-24290,,,,,,,,,,,,
24448,ST MARTIAL D ALBAREDE,24160,ST MARTIAL D ALBAREDE,saint-martial-d-albarede,saint-martial-d-albarede-24160,,,,,,,,,,,,
24453,ST MARTIN DE FRESSENGEAS,24800,ST MARTIN DE FRESSENGEAS,saint-martin-de-fressengeas,saint-martin-de-fressengeas-24800,,,,,,,,,,,,
24455,ST MARTIN DE RIBERAC,24600,ST MARTIN DE RIBERAC,saint-martin-de-riberac,saint-martin-de-riberac-24600,,,,,,,,,,,,
24460,ST MEARD DE DRONE,24600,ST MEARD DE DRONE,saint-meard-de-drone,saint-meard-de-drone-24600,,,,,,,,,,,,
24461,ST MEARD DE GURCON,24610,ST MEARD DE GURCON,saint-meard-de-gurcon,saint-meard-de-gurcon-24610,,,,,,,,,,,,
24463,ST MEDARD D EXCIDEUIL,24160,ST MEDARD D EXCIDEUIL,saint-medard-d-excideuil,saint-medard-d-excideuil-24160,,,,,,,,,,,,
24473,STE ORSE,24210,STE ORSE,sainte-orse,sainte-orse-24210,,,,,,,,,,,,
24474,ST PANCRACE,24530,ST PANCRACE,saint-pancrace,saint-pancrace-24530,,,,,,,,,,,,
24475,ST PANTALY D ANS,24640,ST PANTALY D ANS,saint-pantaly-d-ans,saint-pantaly-d-ans-24640,,,,,,,,,,,,
24478,ST PARDOUX ET VIELVIC,24170,ST PARDOUX ET VIELVIC,saint-pardoux-et-vielvic,saint-pardoux-et-vielvic-24170,,,,,,,,,,,,
24488,ST POMPONT,24170,ST POMPONT,saint-pompont,saint-pompont-24170,,,,,,,,,,,,
24495,ST ROMAIN DE MONPAZIER,24540,ST ROMAIN DE MONPAZIER,saint-romain-de-monpazier,saint-romain-de-monpazier-24540,,,,,,,,,,,,
24515,SALAGNAC,24160,SALAGNAC,salagnac,salagnac-24160,,,,,,,,,,,,
24536,SINGLEYRAC,24500,SINGLEYRAC,singleyrac,singleyrac-24500,,,,,,,,,,,,
24541,SOUDAT,24360,SOUDAT,soudat,soudat-24360,,,,,,,,,,,,
24542,SOULAURES,24540,SOULAURES,soulaures,soulaures-24540,,,,,,,,,,,,
24549,THENAC,24240,THENAC,thenac,thenac-24240,,,,,,,,,,,,
24554,LA TOUR BLANCHE,24320,LA TOUR BLANCHE,la tour-blanche,la-tour-blanche-24320,,,,,,,,,,,,
24559,TURSAC,24620,TURSAC,tursac,tursac-24620,,,,,,,,,,,,
24561,VALEUIL,24310,VALEUIL,valeuil,valeuil-24310,,,,,,,,,,,,
24569,VENDOIRE,24320,VENDOIRE,vendoire,vendoire-24320,,,,,,,,,,,,
24571,VERGT,24380,VERGT,vergt,vergt-24380,,,,,,,,,,,,
24582,VILLARS,24530,VILLARS,villars,villars-24530,,,,,,,,,,,,
24585,VILLEFRANCHE DU PERIGORD,24550,VILLEFRANCHE DU PERIGORD,villefranche-du-perigord,villefranche-du-perigord-24550,,,,,,,,,,,,
24586,VILLETOUREIX,24600,VILLETOUREIX,villetoureix,villetoureix-24600,,,,,,,,,,,,
24587,VITRAC,24200,VITRAC,vitrac,vitrac-24200,,,,,,,,,,,,
25001,ABBANS DESSOUS,25320,ABBANS DESSOUS,abbans-dessous,abbans-dessous-25320,,,,,,,,,,,,
25007,ADAM LES VERCEL,25530,ADAM LES VERCEL,adam-les-vercel,adam-les-vercel-25530,,,,,,,,,,,,
25018,ANTEUIL,25340,ANTEUIL,anteuil,anteuil-25340,,,,,,,,,,,,
25031,AUDINCOURT,25400,AUDINCOURT,audincourt,audincourt-25400,,,,,,,,,,,,
25035,LES AUXONS,25870,LES AUXONS,les auxons,les-auxons-25870,,,,,,,,,,,,
25036,AVANNE AVENEY,25720,AVANNE AVENEY,avanne-aveney,avanne-aveney-25720,,,,,,,,,,,,
25040,BADEVEL,25490,BADEVEL,badevel,badevel-25490,,,,,,,,,,,,
25042,LE BARBOUX,25210,LE BARBOUX,le barboux,le-barboux-25210,,,,,,,,,,,,
25047,BAUME LES DAMES,25110,BAUME LES DAMES,baume-les-dames,baume-les-dames-25110,,,,,,,,,,,,
25057,BETHONCOURT,25200,BETHONCOURT,bethoncourt,bethoncourt-25200,,,,,,,,,,,,
25073,BONNAY,25870,BONNAY,bonnay,bonnay-25870,,,,,,,,,,,,
25077,LA BOSSE,25210,LA BOSSE,la bosse,la-bosse-25210,,,,,,,,,,,,
25078,BOUCLANS,25360,BOUCLANS,bouclans,bouclans-25360,,,,,,,,,,,,
25084,BOUSSIERES,25320,BOUSSIERES,boussieres,boussieres-25320,,,,,,,,,,,,
25085,BOUVERANS,25560,BOUVERANS,bouverans,bouverans-25560,,,,,,,,,,,,
25087,BRANNE,25340,BRANNE,branne,branne-25340,,,,,,,,,,,,
25098,BUFFARD,25440,BUFFARD,buffard,buffard-25440,,,,,,,,,,,,
25114,CHAMESOL,25190,CHAMESOL,chamesol,chamesol-25190,,,,,,,,,,,,
25116,CHAMPLIVE,25360,CHAMPLIVE,champlive,champlive-25360,,,,,,,,,,,,
54494,SAULXEROTTE,54115,SAULXEROTTE,saulxerotte,saulxerotte-54115,,,,,,,,,,,,
54497,SAXON SION,54330,SAXON SION,saxon-sion,saxon-sion-54330,,,,,,,,,,,,
54502,SERRES,54370,SERRES,serres,serres-54370,,,,,,,,,,,,
54504,SERROUVILLE,54560,SERROUVILLE,serrouville,serrouville-54560,,,,,,,,,,,,
54506,SEXEY LES BOIS,54840,SEXEY LES BOIS,sexey-les-bois,sexey-les-bois-54840,,,,,,,,,,,,
54508,SIVRY,54610,SIVRY,sivry,sivry-54610,,,,,,,,,,,,
54526,TOMBLAINE,54510,TOMBLAINE,tomblaine,tomblaine-54510,,,,,,,,,,,,
54527,TONNOY,54210,TONNOY,tonnoy,tonnoy-54210,,,,,,,,,,,,
54538,URUFFE,54112,URUFFE,uruffe,uruffe-54112,,,,,,,,,,,,
54541,VALHEY,54370,VALHEY,valhey,valhey-54370,,,,,,,,,,,,
54542,VALLEROY,54910,VALLEROY,valleroy,valleroy-54910,,,,,,,,,,,,
54544,VANDELAINVILLE,54890,VANDELAINVILLE,vandelainville,vandelainville-54890,,,,,,,,,,,,
54547,VANDOEUVRE LES NANCY,54500,VANDOEUVRE LES NANCY,vandoeuvre-les-nancy,vandoeuvre-les-nancy-54500,,,,,,,,,,,,
54550,VATHIMENIL,54122,VATHIMENIL,vathimenil,vathimenil-54122,,,,,,,,,,,,
54572,VILLE HOUDLEMONT,54730,VILLE HOUDLEMONT,ville-houdlemont,ville-houdlemont-54730,,,,,,,,,,,,
54585,VIRECOURT,54290,VIRECOURT,virecourt,virecourt-54290,,,,,,,,,,,,
54590,VIVIERS SUR CHIERS,54260,VIVIERS SUR CHIERS,viviers-sur-chiers,viviers-sur-chiers-54260,,,,,,,,,,,,
54590,VIVIERS SUR CHIERS,54260,VIVIERS SUR CHIERS,viviers-sur-chiers,viviers-sur-chiers-54260,,,,,,,,,,,,
54591,VOINEMONT,54134,VOINEMONT,voinemont,voinemont-54134,,,,,,,,,,,,
54593,WAVILLE,54890,WAVILLE,waville,waville-54890,,,,,,,,,,,,
54594,XAMMES,54470,XAMMES,xammes,xammes-54470,,,,,,,,,,,,
54596,XEUILLEY,54990,XEUILLEY,xeuilley,xeuilley-54990,,,,,,,,,,,,
55004,AINCREVILLE,55110,AINCREVILLE,aincreville,aincreville-55110,,,,,,,,,,,,
55008,AMEL SUR L ETANG,55230,AMEL SUR L ETANG,amel-sur-l-etang,amel-sur-l-etang-55230,,,,,,,,,,,,
55018,AUTREVILLE ST LAMBERT,55700,AUTREVILLE ST LAMBERT,autreville-saint-lambert,autreville-saint-lambert-55700,,,,,,,,,,,,
55027,BANNONCOURT,55300,BANNONCOURT,bannoncourt,bannoncourt-55300,,,,,,,,,,,,
55037,BEAUFORT EN ARGONNE,55700,BEAUFORT EN ARGONNE,beaufort-en-argonne,beaufort-en-argonne-55700,,,,,,,,,,,,
55040,BEAUSITE,55250,BEAUSITE,beausite,beausite-55250,,,,,,,,,,,,
55044,BELRAIN,55260,BELRAIN,belrain,belrain-55260,,,,,,,,,,,,
55047,BETHELAINVILLE,55100,BETHELAINVILLE,bethelainville,bethelainville-55100,,,,,,,,,,,,
55055,BLANZEE,55400,BLANZEE,blanzee,blanzee-55400,,,,,,,,,,,,
55060,BONZEE,55160,BONZEE,bonzee,bonzee-55160,,,,,,,,,,,,
55067,BOVIOLLES,55500,BOVIOLLES,boviolles,boviolles-55500,,,,,,,,,,,,
55076,BREHEVILLE,55150,BREHEVILLE,breheville,breheville-55150,,,,,,,,,,,,
